sentence,compound,positive,negative,neutral,label,title
"It was swinging around, its orbit ever visible and rising higher and higher each day, frequently mist-covered, yet always peering through the lacework of clouds like some fretful eye of fate, guarding the mysterious Northland and jealously watching the pranks of man.",-0.128,0.055,0.066,0.879,negative,"The Smoky God; Or, A Voyage to the Inner World"
Far to our right the rays decking the prisms of icebergs were gorgeous.,0.6124,0.25,0.0,0.75,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Their reflections emitted flashes of garnet, of diamond, of sapphire.",0.34,0.211,0.0,0.789,positive,"The Smoky God; Or, A Voyage to the Inner World"
"A pyrotechnic panorama of countless colors and shapes, while below could be seen the green-tinted sea, and above, the purple sky.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
PART THREE.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
BEYOND THE NORTH WIND I TRIED to forget my thirst by busying myself with bringing up some food and an empty vessel from the hold.,-0.4019,0.0,0.144,0.856,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Reaching over the side-rail, I filled the vessel with water for the purpose of laving my hands and face.",0.2023,0.096,0.0,0.904,positive,"The Smoky God; Or, A Voyage to the Inner World"
"To my astonishment, when the water came in contact with my lips, I could taste no salt.",-0.296,0.0,0.128,0.872,negative,"The Smoky God; Or, A Voyage to the Inner World"
I was startled by the discovery.,-0.1779,0.0,0.298,0.702,negative,"The Smoky God; Or, A Voyage to the Inner World"
"""Father!""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"I fairly gasped, ""the water, the water; it is fresh!""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""What, Olaf?""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"exclaimed my father, glancing hastily around.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""Surely you are mistaken.",0.1027,0.392,0.338,0.27,positive,"The Smoky God; Or, A Voyage to the Inner World"
There is no land.,-0.296,0.0,0.423,0.577,negative,"The Smoky God; Or, A Voyage to the Inner World"
"You are going mad.""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"""But taste it!""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
I cried.,-0.3818,0.0,1.0,0.0,negative,"The Smoky God; Or, A Voyage to the Inner World"
"And thus we made the discovery that the water was indeed fresh, absolutely so, without the least briny taste or even the suspicion of a salty flavor.",-0.0772,0.08,0.09,0.83,negative,"The Smoky God; Or, A Voyage to the Inner World"
"We forthwith filled our two remaining water-casks, and my father declared it was a heavenly dispensation of mercy from the gods Odin and Thor.",0.7579,0.236,0.0,0.764,positive,"The Smoky God; Or, A Voyage to the Inner World"
"We were almost beside ourselves with joy, but hunger bade us end our enforced fast.",-0.0258,0.134,0.14,0.726,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Now that we had found fresh water in the open sea, what might we not expect in this strange latitude where ship had never before sailed and the splash of an oar had never been heard?",0.0772,0.06,0.052,0.888,positive,"The Smoky God; Or, A Voyage to the Inner World"
(11) (11 In vol.,0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"I, page 196, Nansen writes: ""It is a peculiar phenomenon,--this dead water.",-0.5719,0.107,0.289,0.604,negative,"The Smoky God; Or, A Voyage to the Inner World"
We had at present a better opportunity of studying it than we desired.,0.7783,0.464,0.0,0.536,positive,"The Smoky God; Or, A Voyage to the Inner World"
"It occurs where a surface layer of fresh water rests upon the salt water of the sea, and this fresh water is carried along with the ship gliding on the heavier sea beneath it as if on a fixed foundation.",0.5574,0.113,0.0,0.887,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The difference between the two strata was in this case so great that while we had drinking water on the surface, the water we got from the bottom cock of the engine-room was far too salt to be used for the boiler."")",0.685,0.112,0.034,0.854,positive,"The Smoky God; Or, A Voyage to the Inner World"
"We had scarcely appeased our hunger when a breeze began filling the idle sails, and, glancing at the compass, we found the northern point pressing hard against the glass.",-0.1354,0.054,0.105,0.841,negative,"The Smoky God; Or, A Voyage to the Inner World"
"In response to my surprise, my father said, ""I have heard of this before; it is what they call the dipping of the needle.""",0.2732,0.084,0.0,0.916,positive,"The Smoky God; Or, A Voyage to the Inner World"
We loosened the compass and turned it at right angles with the surface of the sea before its point would free itself from the glass and point according to unmolested attraction.,0.743,0.178,0.0,0.822,positive,"The Smoky God; Or, A Voyage to the Inner World"
"It shifted uneasily, and seemed as unsteady as a drunken man, but finally pointed a course.",-0.1779,0.0,0.116,0.884,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Before this we thought the wind was carrying us north by northwest, but, with the needle free, we discovered, if it could be relied upon, that we were sailing slightly north by northeast.",0.6652,0.122,0.0,0.878,positive,"The Smoky God; Or, A Voyage to the Inner World"
"Our course, however, was ever tending northward.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"(12) (12 In volume II, pages 18 and 19, Nansen writes about the inclination of the needle.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"Speaking of Johnson, his aide: ""One day--it was November 24--he came in to supper a little after six o'clock, quite alarmed, and said: 'There has just been a singular inclination of the needle in twenty-four degrees.",-0.4005,0.0,0.075,0.925,negative,"The Smoky God; Or, A Voyage to the Inner World"
"And remarkably enough, its northern extremity pointed to the east.'""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"We again find in Peary's first voyage--page 67,--the following: ""It had been observed that from the moment they had entered Lancaster Sound, the motion of the compass needle was very sluggish, and both this and its deviation increased as they progressed to the westward, and continued to do so in descending this inlet.",-0.2247,0.037,0.053,0.909,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Having reached latitude 73 degrees, they witnessed for the first time the curious phenomenon of the directive power of the needle becoming so weak as to be completely overcome by the attraction of the ship, so that the needle might now be said to point to the north pole of the ship."")",0.2403,0.115,0.064,0.821,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The sea was serenely smooth, with hardly a choppy wave, and the wind brisk and exhilarating.",0.5106,0.249,0.0,0.751,positive,"The Smoky God; Or, A Voyage to the Inner World"
"The sun's rays, while striking us aslant, furnished tranquil warmth.",0.4939,0.344,0.0,0.656,positive,"The Smoky God; Or, A Voyage to the Inner World"
"And thus time wore on day after day, and we found from the record in our logbook, we had been sailing eleven days since the storm in the open sea.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"By strictest economy, our food was holding out fairly well, but beginning to run low.",-0.2732,0.09,0.154,0.756,negative,"The Smoky God; Or, A Voyage to the Inner World"
"In the meantime, one of our casks of water had been exhausted, and my father said: ""We will fill it again.""",-0.3612,0.0,0.111,0.889,negative,"The Smoky God; Or, A Voyage to the Inner World"
"But, to our dismay, we found the water was now as salt as in the region of the Lofoden Islands off the coast of Norway.",-0.5719,0.0,0.134,0.866,negative,"The Smoky God; Or, A Voyage to the Inner World"
This necessitated our being extremely careful of the remaining cask.,0.2247,0.174,0.0,0.826,positive,"The Smoky God; Or, A Voyage to the Inner World"
"I found myself wanting to sleep much of the time; whether it was the effect of the exciting experience of sailing in unknown waters, or the relaxation from the awful excitement incident to our adventure in a storm at sea, or due to want of food, I could not say.",0.8555,0.233,0.052,0.714,positive,"The Smoky God; Or, A Voyage to the Inner World"
"I frequently lay down on the bunker of our little sloop, and looked far up into the blue dome of the sky; and, notwithstanding the sun was shining far away in the east, I always saw a single star overhead.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"For several days, when I looked for this star, it was always there directly above us.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"It was now, according to our reckoning, about the first of August.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"The sun was high in the heavens, and was so bright that I could no longer see the one lone star that attracted my attention a few days earlier.",0.7133,0.26,0.121,0.619,positive,"The Smoky God; Or, A Voyage to the Inner World"
"One day about this time, my father startled me by calling my attention to a novel sight far in front of us, almost at the horizon.",0.1531,0.085,0.063,0.852,positive,"The Smoky God; Or, A Voyage to the Inner World"
"""It is a mock sun,"" exclaimed my father.",-0.4215,0.0,0.318,0.682,negative,"The Smoky God; Or, A Voyage to the Inner World"
"""I have read of them; it is called a reflection or mirage.",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"It will soon pass away.""",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
"But this dull-red, false sun, as we supposed it to be, did not pass away for several hours; and while we were unconscious of its emitting any rays of light, still there was no time thereafter when we could not sweep the horizon in front and locate the illumination of the so-called false sun, during a period of at least twelve hours out of every twenty-four.",-0.4215,0.0,0.042,0.958,negative,"The Smoky God; Or, A Voyage to the Inner World"
"Clouds and mists would at times almost, but never entirely, hide its location.",0.2737,0.149,0.0,0.851,positive,"The Smoky God; Or, A Voyage to the Inner World"
Gradually it seemed to climb higher in the horizon of the uncertain purply sky as we advanced.,-0.0516,0.104,0.115,0.781,negative,"The Smoky God; Or, A Voyage to the Inner World"
"It could hardly be said to resemble the sun, except in its circular shape, and when not obscured by clouds or the ocean mists, it had a hazy-red, bron",0.0,0.0,0.0,1.0,neutral,"The Smoky God; Or, A Voyage to the Inner World"
