Sentence_ID,Genre,Title,Sentence,VADER_Compound,Rater_1,Rater_2,Rater_3
448,Children's Fiction,Pollyanna,"And--there, here 'tis,"" she finished, producing the check after much fumbling in the bag she carried.",0.0,,,
449,Children's Fiction,Pollyanna,"We--we ain't a bit alike we ain't, we ain't!""",0.0,,,
450,Children's Fiction,Pollyanna,"""Well, in almost every room,"" answered Nancy, frowning suddenly at the thought of that bare little attic room where there was no carpet.",-0.5574,,,
451,Children's Fiction,Pollyanna,"""Very likely--though I've not had the pleasure of the Ladies' Aid's acquaintance,"" rejoined Miss Polly, stiffly, trying to unclasp the small, clinging fingers, and turning frowning eyes on Nancy in the doorway.",-0.7182,,,
452,Children's Fiction,Pollyanna,Beneath her feet a marvellous carpet was like green moss to the tread.,0.3612,,,
453,Children's Fiction,Pollyanna,"""I will send Nancy up to help you unpack.",0.4019,,,
454,Children's Fiction,Pollyanna,"Pollyanna, standing at the bureau, gazed a little wistfully at the bare wall above.",0.0,,,
455,Children's Fiction,Pollyanna,"""I believe I can do it,"" she chuckled.",0.296,,,
456,Children's Fiction,Pollyanna,She may as well begin at once to learn to be punctual.,0.2732,,,
457,Children's Fiction,Pollyanna,"Well, I'll tell her, then, so you can find out,"" promised the little girl, cheerfully.",0.7522,,,
458,Children's Fiction,Pollyanna,"""But I couldn't see it, either, Nancy, at first,"" she added, with quick honesty.",0.6486,,,
459,Children's Fiction,Pollyanna,"""But I was real glad you did it, Aunt Polly.",0.6124,,,
460,Children's Fiction,Pollyanna,"Through the hall, down the next flight, then bang through the front screened-door and around t",0.0,,,
461,Children's Fiction,Daddy-Long-Legs,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
462,Children's Fiction,Daddy-Long-Legs,"Mrs. Lippett in the office, And I think she's mad.",-0.4939,,,
463,Children's Fiction,Daddy-Long-Legs,'This gentleman has taken an interest in several of our boys.,0.4588,,,
464,Children's Fiction,Daddy-Long-Legs,"He believes that you have originality, and he is planning to educate you to become a writer.'",0.0,,,
465,Children's Fiction,Daddy-Long-Legs,'I trust that you are properly grateful for this very rare good fortune that has befallen you?,0.8583,,,
466,Children's Fiction,Daddy-Long-Legs,I suppose I might call you Dear Mr. Girl-Hater.,0.3818,,,
467,Children's Fiction,Daddy-Long-Legs,This is the first chance I've ever had to get acquainted with Jerusha Abbott.,0.25,,,
468,Children's Fiction,Daddy-Long-Legs,The windows are up high; you can't look out from an ordinary seat.,0.0,,,
469,Children's Fiction,Daddy-Long-Legs,I wish Mrs. Lippett would use a little more ingenuity about choosing babies' names.,0.4019,,,
470,Children's Fiction,Daddy-Long-Legs,I could FEEL 'John Grier Home' written on my face.,0.0,,,
471,Children's Fiction,Daddy-Long-Legs,But I've been so excited about all these new adventures that I MUST talk to somebody; and you're the only one I know.,0.806,,,
472,Children's Fiction,Daddy-Long-Legs,A cohort of light armed Numidians engaged the infantry of Quintus Fabius Maximus.,0.4019,,,
473,Children's Fiction,Daddy-Long-Legs,"Just now, they're Tennyson's poems and Vanity Fair and Kipling's Plain Tales and--don't laugh--Little Women.",0.1027,,,
474,Children's Fiction,Daddy-Long-Legs,"(I don't much like to confess this last item, but I will.)",-0.1419,,,
475,Children's Fiction,Daddy-Long-Legs,It's awfully hard for me not to tell everything I know.,-0.1761,,,
476,Children's Fiction,Daddy-Long-Legs,She wanted to know what my mother's maiden name was--did you ever hear such an impertinent question to ask of a person from a foundling asylum?,0.0,,,
477,Children's Fiction,Daddy-Long-Legs,He used to saunter out and casually kill a man before breakfast.,-0.6124,,,
478,Children's Fiction,Daddy-Long-Legs,I don't know a single thing about you.,0.0,,,
479,Children's Fiction,Daddy-Long-Legs,"It went off--I was told--with quite a pop, so probably he was a fatter Trustee.",0.25,,,
480,Children's Fiction,Daddy-Long-Legs,I'd rather find a tiger under the bed.,0.0,,,
481,Children's Fiction,The Wind in the Willows,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
482,Children's Fiction,The Wind in the Willows,"And instead of having an uneasy conscience pricking him and whispering ""whitewash!""",-0.5848,,,
483,Children's Fiction,The Wind in the Willows,"cried the Rat, open-mouthed: ""Never been in a--you never--well I--what have you been doing, then?""",-0.3818,,,
484,Children's Fiction,The Wind in the Willows,"""I like your clothes awfully, old chap,"" he remarked after some half an hour or so had passed.",0.3612,,,
485,Children's Fiction,The Wind in the Willows,"""Aren't they--aren't they very nice people in there?""",-0.3713,,,
486,Children's Fiction,The Wind in the Willows,"said the Rat, and chirruped cheerily in an inviting sort of way.",0.7003,,,
487,Children's Fiction,The Wind in the Willows,"""Such a good fellow, too,"" remarked the Otter reflectively: ""But no stability--especially in a boat!""",-0.2828,,,
488,Children's Fiction,The Wind in the Willows,The Rat shook his head with a smile.,0.2732,,,
489,Children's Fiction,The Wind in the Willows,"So the dismal Mole, wet without and ashamed within, trotted about till he was fairly dry, while the Rat plunged into the water again, recovered the boat, righted her and made her fast, fetched his floating property to shore by degrees, and finally dived successfully for the luncheon-basket and struggled to land with it.",-0.2321,,,
490,Children's Fiction,The Wind in the Willows,"He learnt to swim and to row, and entered into the joy of running water; and with his ear to the reed-stems he caught, at intervals, something of what the wind went whispering so constantly among them.",0.5859,,,
491,Children's Fiction,The Wind in the Willows,"""But what I wanted to ask you was, won't you take me to call on Mr. Toad?",0.0,,,
492,Children's Fiction,The Wind in the Willows,"He's tired of it, and done with it.",-0.4404,,,
493,Children's Fiction,The Wind in the Willows,"I propose to devote the remainder of mine to it, and can only regret the wasted years that lie behind me, squandered in trivialities.",-0.6808,,,
494,Children's Fiction,The Wind in the Willows,"I'm going to make an animal of you, my boy!""",0.0,,,
495,Children's Fiction,The Wind in the Willows,"At last the horse was caught and harnessed, and they set off, all talking at once, each animal either trudging by the side of the cart or sitting on the shaft, as the humour took him.",0.4767,,,
496,Children's Fiction,The Wind in the Willows,"--and thinking all the time of something very different, when far behind them they heard a faint warning hum; like the drone of a distant bee.",0.0258,,,
497,Children's Fiction,The Wind in the Willows,went on the Toad in a dreamy monotone.,0.0,,,
498,Children's Fiction,The Wind in the Willows,"They had not proceeded very far on their way, however, when there was a pattering of feet behind them, and Toad caught them up and thrust a paw inside the elbow of each of them; still breathing short and staring into vacancy.",0.0,,,
499,Children's Fiction,The Wind in the Willows,"The following evening the Mole, who had risen late and taken things very easy all day, was sitting on the bank fishing, when the Rat, who had been looking up his friends and gossiping, came strolling along to find him.",0.5709,,,
500,Children's Fiction,The Wind in the Willows,"It's a long way, and he wouldn't be at home",0.0,,,
501,Mystery/Crime,The Adventures of Sherlock Hol,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
502,Mystery/Crime,The Adventures of Sherlock Hol,"To me, who knew his every mood and habit, his attitude and manner told their own story.",0.0,,,
503,Mystery/Crime,The Adventures of Sherlock Hol,"""Quite so,"" he answered, lighting a cigarette, and throwing himself down into an armchair.",0.0,,,
504,Mystery/Crime,The Adventures of Sherlock Hol,He took down a heavy brown volume from his shelves.,0.0,,,
505,Mystery/Crime,The Adventures of Sherlock Hol,Then there was a loud and authoritative tap.,0.0,,,
506,Mystery/Crime,The Adventures of Sherlock Hol,"To speak plainly, the matter implicates the great House of Ormstein, hereditary kings of Bohemia.""",0.6369,,,
507,Mystery/Crime,The Adventures of Sherlock Hol,Twice burglars in my pay ransacked her house.,-0.1027,,,
508,Mystery/Crime,The Adventures of Sherlock Hol,"""There are three hundred pounds in gold and seven hundred in notes,"" he said.",0.0,,,
509,Mystery/Crime,The Adventures of Sherlock Hol,There is a wonderful sympathy and freemasonry among horsey men.,0.7579,,,
510,Mystery/Crime,The Adventures of Sherlock Hol,"On the issue of this question depended whether I should continue my work at Briony Lodge, or turn my attention to the gentleman's chambers in the Temple.",0.0,,,
511,Mystery/Crime,The Adventures of Sherlock Hol,"There was not a soul there save the two whom I had followed and a surpliced clergyman, who seemed to be expostulating with them.",-0.3875,,,
512,Mystery/Crime,The Adventures of Sherlock Hol,"Now,"" he said as he turned hungrily on the simple fare that our landlady had provided, ""I must discuss it while I eat, for I have not much time.",0.0,,,
513,Mystery/Crime,The Adventures of Sherlock Hol,"His expression, his manner, his very soul seemed to vary with every fresh part that he assumed.",0.3182,,,
514,Mystery/Crime,The Adventures of Sherlock Hol,As he spoke the gleam of the sidelights of a carriage came round the curve of the avenue.,0.0,,,
515,Mystery/Crime,The Adventures of Sherlock Hol,"The word was no sooner out of my mouth than the whole crowd of spectators, well dressed and ill--gentlemen, ostlers, and servant maids--joined in a general shriek of ""Fire!""",-0.1007,,,
516,Mystery/Crime,The Adventures of Sherlock Hol,"She was there in an instant, and I caught a glimpse of it as she half drew it out.",0.0,,,
517,Mystery/Crime,The Adventures of Sherlock Hol,I wish she had been of my own station!,0.4574,,,
518,Mystery/Crime,The Adventures of Sherlock Hol,"But, you know, I have been trained as an actress myself.",0.0,,,
519,Mystery/Crime,The Adventures of Sherlock Hol,"This ring--"" He slipped an emerald snake ring from his finger and held it out upon the palm of his hand.",0.4939,,,
520,Mystery/Crime,The Adventures of Sherlock Hol,"You have heard me remark that the strangest and most unique things are very often connected not with the larger but with the smaller crimes, and occasionally, indeed, where there is room for doubt whether any positive crime has been committed.",-0.1154,,,
521,Mystery/Crime,The Moonstone,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
522,Mystery/Crime,The Moonstone,"The deity commanded that the Moonstone should be watched, from that time forth, by three priests in turn, night and day, to the end of the generations of men.",0.0,,,
523,Mystery/Crime,The Moonstone,Let me now take you on to the day of the assault.,-0.5859,,,
524,Mystery/Crime,The Moonstone,"The dying Indian sank to his knees, pointed to the dagger in Herncastle's hand, and said, in his native language--""The Moonstone will have its vengeance yet on you and yours!""",0.5411,,,
525,Mystery/Crime,The Moonstone,"He has been taunted more than once about the Diamond, by those who recollect his angry outbreak before the assault; but, as may easily be imagined, his own remembrance of the circumstances under which I surprised him in the armoury has been enough to keep him silent.",0.3818,,,
526,Mystery/Crime,The Moonstone,"But I failed to see what I myself had to do with it, so far.",-0.6652,,,
527,Mystery/Crime,The Moonstone,"You are not to take it, if you please, as the saying of an ignorant man, when I express my opinion that such a book as Robinson Crusoe never was written, and never will be written again.",0.0516,,,
528,Mystery/Crime,The Moonstone,That was his way with her--and that was how I went into his service.,0.0,,,
529,Mystery/Crime,The Moonstone,"Selina, being my wife, couldn't charge for her board, and would have to give me her services for nothing.",0.0,,,
530,Mystery/Crime,The Moonstone,"How it was I don't understand, but we always seemed to be getting, with the best of motives, in one another's way.",0.7783,,,
531,Mystery/Crime,The Moonstone,"Take myself tomorrow while in tomorrow's humour, and the thing was done.",0.4767,,,
532,Mystery/Crime,The Moonstone,"When I inquire what this means, Penelope says, ""Fiddlesticks!""",0.0,,,
533,Mystery/Crime,The Moonstone,Our nice boy didn't forget us after he went abroad.,0.5371,,,
534,Mystery/Crime,The Moonstone,"Going round to the terrace, I found three mahogany-coloured Indians, in white linen frocks and trousers, looking up at the house.",0.0,,,
535,Mystery/Crime,The Moonstone,"They first looked up the road, and down the road, and made sure that they were alone.",0.0772,,,
536,Mystery/Crime,The Moonstone,"The boy said, ""It is on the road to this house, and on no other, that the English gentleman will travel today.""",-0.296,,,
537,Mystery/Crime,The Moonstone,"""We'll ask Mr. Franklin, my dear,"" I said, ""if you can wait till Mr. Franklin comes.""",0.0,,,
538,Mystery/Crime,The Moonstone,"She is a nice plump young lass, and it is customary with me to adopt that manner of showing that I personally approve of a girl.",0.5423,,,
539,Mystery/Crime,The Moonstone,"My lady (being a Christian woman, if ever there was one yet) said to the matron, upon that, ""Rosanna Spearman shall have her chance, in my service.""",0.25,,,
540,Mystery/Crime,The Moonstone,"Having now told the story of Rosanna, I have only to notice one of the many queer ways of this strange girl to get on next to the story of the sands.",-0.25,,,
541,Mystery/Crime,The Hound of the Baskervilles,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
542,Mystery/Crime,The Hound of the Baskervilles,"""And then again, there is the 'friends of the C.C.H.'",0.4767,,,
543,Mystery/Crime,The Hound of the Baskervilles,"are placed before that hospital the words 'Charing Cross' very naturally suggest themselves.""",0.0,,,
544,Mystery/Crime,The Hound of the Baskervilles,Author of 'Some Freaks of Atavism' ( Lancet 1882).,-0.1027,,,
545,Mystery/Crime,The Hound of the Baskervilles,"Though young, his long back was already bowed, and he walked with a forward thrust of his head and a general air of peering benevolence.",0.4019,,,
546,Mystery/Crime,The Hound of the Baskervilles,"""I observe from your forefinger that you make your own cigarettes.",0.0,,,
547,Mystery/Crime,The Hound of the Baskervilles,"""This family paper was committed to my care by Sir Charles Baskerville, whose sudden and tragic death some three months ago created so much excitement in Devonshire.",0.4364,,,
548,Mystery/Crime,The Hound of the Baskervilles,"It chanced that this Hugo came to love (if, indeed, so dark a passion may be known under so bright a name) the daughter of a yeoman who held lands near the Baskerville estate.",0.9046,,,
549,Mystery/Crime,The Hound of the Baskervilles,"These, though known for their valour and their breed, were whimpering in a cluster at the head of a deep dip or goyal, as we call it, upon the moor, some slinking away and some, with starting hackles and staring eyes, gazing down the narrow valley before them.",0.0,,,
550,Mystery/Crime,The Hound of the Baskervilles,"Our visitor readjusted his glasses and began: ""The recent sudden death of Sir Charles Baskerville, whose name has been mentioned as the probable Liberal candidate for Mid-Devon at the next election, has cast a gloom over the county.",-0.8176,,,
551,Mystery/Crime,The Hound of the Baskervilles,Halfway down this walk there is a gate which leads out on to the moor.,0.0,,,
552,Mystery/Crime,The Hound of the Baskervilles,"For both these reasons I thought that I was justified in telling rather less than I knew, since no practical good could result from it, but with you there is no reason why I should not be perfectly frank.",-0.7312,,,
553,Mystery/Crime,The Hound of the Baskervilles,"His heart was, I knew, affected, and the constant anxiety in which he lived, however chimerical the cause of it might be, was evidently having a serious effect upon his health.",-0.3818,,,
554,Mystery/Crime,The Hound of the Baskervilles,"The walk in the centre is about eight feet across.""",0.0,,,
555,Mystery/Crime,The Hound of the Baskervilles,"""I could not call you in, Mr. Holmes, without disclosing these facts to the world, and I have already given my reasons for not wishing to do so.",-0.1695,,,
556,Mystery/Crime,The Hound of the Baskervilles,"The only other kinsman whom we have been able to trace was Rodger Baskerville, the youngest of three brothers of whom poor Sir Charles was the elder.",-0.4767,,,
557,Mystery/Crime,The Hound of the Baskervilles,"Your advice, then, as I understand it, is that the young man will be as safe in Devonshire as in London.",0.4404,,,
558,Mystery/Crime,The Hound of the Baskervilles,"""I suppose it is pretty thick, now that you mention it.""",0.4939,,,
559,Mystery/Crime,The Hound of the Baskervilles,"Here are two moorland farmhouses, High Tor and Foulmire.",0.0,,,
560,Mystery/Crime,The Hound of the Baskervilles,"""I am presuming that the cause of his fears came to him across the",-0.4215,,,
561,Mystery/Crime,The Red House Mystery,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
562,Mystery/Crime,The Red House Mystery,"She gave a self-conscious laugh and went on, ""Wonder what I should do if I didn't see Joe for fifteen years.""",0.5574,,,
563,Mystery/Crime,The Red House Mystery,"""They were saying at breakfast he'd been a wild one.",0.0,,,
564,Mystery/Crime,The Red House Mystery,"She told her aunt afterwards that she would have known him anywhere for Mr. Mark's brother, but she would have said that in any event.",0.0,,,
565,Mystery/Crime,The Red House Mystery,"The ""Temple"" was a brick summer-house, in the gardens at the back of the house, about three hundred yards away.",0.0,,,
566,Mystery/Crime,The Red House Mystery,"""If you remember, Audrey, I always said there was no saying with anyone from Australia.""",-0.296,,,
567,Mystery/Crime,The Red House Mystery,He was not what most people call a snob.,-0.5046,,,
568,Mystery/Crime,The Red House Mystery,"""Hallo, Major,"" he said as he came in, ""how's the gout?""",0.0,,,
569,Mystery/Crime,The Red House Mystery,"She often wanted to say it herself, particularly at rehearsals.",0.0,,,
570,Mystery/Crime,The Red House Mystery,"At about the time when the Major (for whatever reasons) was fluffing his tee-shot at the sixteenth, and Mark and his cousin were at their business at the Red House, an attractive gentleman of the name of Antony Gillingham was handing up his ticket at Woodham station and asking the way to the village.",0.4404,,,
571,Mystery/Crime,The Red House Mystery,"He would take no wages the first month, and--if he satisfied his employer--double wages the second.",0.1531,,,
572,Mystery/Crime,The Red House Mystery,"Both of them were in evening-dress, but they did different things with their napkins, and Antony was the more polite of the two.",0.0,,,
573,Mystery/Crime,The Red House Mystery,"Antony couldn't help feeling a thrill of excitement as he followed Cayley's example, and put his face close up to the glass.",-0.1376,,,
574,Mystery/Crime,The Red House Mystery,But then one always went about imagining that these things didn't happen--except to other people.,0.0,,,
575,Mystery/Crime,The Red House Mystery,"Antony smiled back at him, and said cheerfully, ""Well, then, I'll begin by suggesting that you should ring up the police.""",0.765,,,
576,Mystery/Crime,The Red House Mystery,"As we stand just inside the door, the length of the room runs right and left; or, more accurately, to the right only, for the left-hand wall is almost within our reach.",-0.0422,,,
577,Mystery/Crime,The Red House Mystery,He was asking himself why the door was open.,0.0,,,
578,Mystery/Crime,The Red House Mystery,"""Well, how else could he have got away?",0.0,,,
579,Mystery/Crime,The Red House Mystery,"Besides, it's so dull for you, not playing.""",-0.541,,,
580,Mystery/Crime,The Red House Mystery,"in an awe-struck voice, and Miss Norris, who was instinctively looking as tragic as she looked on the",-0.5574,,,
581,Mystery/Crime,The Man Who Was Thursday A Ni,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
582,Mystery/Crime,The Man Who Was Thursday A Ni,"It was built of a bright brick throughout; its sky-line was fantastic, and even its ground plan was wild.",0.7579,,,
583,Mystery/Crime,The Man Who Was Thursday A Ni,"And Mr. Lucian Gregory, the red-haired poet, was really (in some sense) a man worth listening to, even if one only laughed at the end of it.",0.5994,,,
584,Mystery/Crime,The Man Who Was Thursday A Ni,"In fact, Mr. Lucian Gregory, the anarchic poet, connected the two events.",0.0,,,
585,Mystery/Crime,The Man Who Was Thursday A Ni,"Chaos is dull; because in chaos the train might indeed go anywhere, to Baker Street or to Bagdad.",-0.8779,,,
586,Mystery/Crime,The Man Who Was Thursday A Ni,"""Really,"" said Gregory superciliously, ""the examples you choose--"" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""",-0.3182,,,
587,Mystery/Crime,The Man Who Was Thursday A Ni,"For he was a sincere man, and in spite of his superficial airs and graces, at root a humble one.",0.2263,,,
588,Mystery/Crime,The Man Who Was Thursday A Ni,"""About this and this ,"" he cried; ""about order and anarchy.",-0.3818,,,
589,Mystery/Crime,The Man Who Was Thursday A Ni,Syme struck his stick violently on the stones of the road.,-0.7003,,,
590,Mystery/Crime,The Man Who Was Thursday A Ni,"""The pâté de foie gras is not good here, but I can recommend the game.""",0.3709,,,
591,Mystery/Crime,The Man Who Was Thursday A Ni,"Syme took the cigar, clipped the end off with a cigar-cutter out of his waistcoat pocket, put it in his mouth, lit it slowly, and let out a long cloud of smoke.",0.0,,,
592,Mystery/Crime,The Man Who Was Thursday A Ni,"""And now, my dear Mr. Syme,"" said Gregory, throwing himself in an expansive manner on the bench under the largest bomb, ""now we are quite cosy, so let us talk properly.",-0.1531,,,
593,Mystery/Crime,The Man Who Was Thursday A Ni,"You surround yourself with steel instruments which make the place, if I may say so, more impressive than homelike.",0.5956,,,
594,Mystery/Crime,The Man Who Was Thursday A Ni,What can I find more respectable than bishops and majors?',0.4927,,,
595,Mystery/Crime,The Man Who Was Thursday A Ni,"Gregory smiled in deprecation, and walked across the room, talking rapidly.",0.5423,,,
596,Mystery/Crime,The Man Who Was Thursday A Ni,"Gregory tried to spring up straight, but he swayed thrice.",0.1154,,,
597,Mystery/Crime,The Man Who Was Thursday A Ni,"""I don't believe in immortality,"" he said at last, ""but if, after all this, you were to break your word, God would make a hell only for you, to howl in for ever.""",-0.6956,,,
598,Mystery/Crime,The Man Who Was Thursday A Ni,"This being approved by a show of hands, the little man with the papers slipped into the presidential seat.",0.4215,,,
599,Mystery/Crime,The Man Who Was Thursday A Ni,"He believed in his own literary power, his capacity for suggesting fine shades and picking perfect words.",0.6705,,,
600,Mystery/Crime,The Man Who Was Thursday A Ni,"I repeat, we are the true early Christians, on",0.4215,,,
601,Philosophy/Essays,Pragmatism A New Name for Som,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
602,Philosophy/Essays,Pragmatism A New Name for Som,One may entirely reject it and still be a pragmatist.,-0.4576,,,
603,Philosophy/Essays,Pragmatism A New Name for Som,"Common sense one stage in mental evolution, due to geniuses.",0.0,,,
604,Philosophy/Essays,Pragmatism A New Name for Som,For the philosophy which is so important in each of us is not a technical matter; it is our more or less dumb sense of what life honestly and deeply means.,0.255,,,
605,Philosophy/Essays,Pragmatism A New Name for Som,"It 'bakes no bread,' as has been said, but it can inspire our souls with courage; and repugnant as its manners, its doubting and challenging, its quibbling and dialectics, often are to common people, no one of us can get along without the far-flashing beams of light it sends over the world's perspectives.",0.6956,,,
606,Philosophy/Essays,Pragmatism A New Name for Som,There is no reason to suppose that this strong temperamental vision is from now onward to count no longer in the history of man's beliefs.,0.3559,,,
607,Philosophy/Essays,Pragmatism A New Name for Som,I think you will practically recognize the two types of mental make-up that I mean if I head the columns by the titles 'tender-minded' and 'tough-minded' respectively.,0.34,,,
608,Philosophy/Essays,Pragmatism A New Name for Som,"Everything of course is necessarily determined, and yet of course our wills are free: a sort of free-will determinism is the true philosophy.",0.8176,,,
609,Philosophy/Essays,Pragmatism A New Name for Som,The result is what one may call the growth of naturalistic or positivistic feeling.,0.7184,,,
610,Philosophy/Essays,Pragmatism A New Name for Som,"It is eclectic, a thing of compromises, that seeks a modus vivendi above all things.",0.0,,,
611,Philosophy/Essays,Pragmatism A New Name for Som,"I am not sure how many of you live close enough to philosophy to realize fully what I mean by this last reproach, so I will dwell a little longer on that unreality in all rationalistic systems by which your serious believer in facts is so apt to feel repelled.",-0.1239,,,
612,Philosophy/Essays,Pragmatism A New Name for Som,It will seem rather a monument of artificiality.,0.0,,,
613,Philosophy/Essays,Pragmatism A New Name for Som,"Moreover, since there is no reason to suppose that there are stars everywhere, may there not be a great space beyond the region of the stars?",-0.6698,,,
614,Philosophy/Essays,Pragmatism A New Name for Som,"The actual universe is a thing wide open, but rationalism makes systems, and systems must be closed.",0.0,,,
615,Philosophy/Essays,Pragmatism A New Name for Som,"But while Professors Royce and Bradley and a whole host of guileless thoroughfed thinkers are unveiling Reality and the Absolute and explaining away evil and pain, this is the condition of the only beings known to us anywhere in the universe with a developed consciousness of what the universe is.",-0.9109,,,
616,Philosophy/Essays,Pragmatism A New Name for Som,"And such, tho possibly less tensely charged with feeling, is the verdict of every seriously inquiring amateur in philosophy to-day who turns to the philosophy-professors for the wherewithal to satisfy the fulness of his nature's needs.",0.2433,,,
617,Philosophy/Essays,Pragmatism A New Name for Som,Was Cologne cathedral built without an architect's plan on paper?,0.0,,,
618,Philosophy/Essays,Pragmatism A New Name for Som,"""Statt der lebendigen Natur,"" we say, ""da Gott die Menschen schuf hinein""--that nebulous concoction, that wooden, that straight-laced thing, that crabbed artificiality, that musty schoolroom product, that sick man's dream!",-0.7574,,,
619,Philosophy/Essays,Pragmatism A New Name for Som,The case of Herbert Spencer's system is much to the point here.,0.0,,,
620,Philosophy/Essays,Pragmatism A New Name for Som,"If you mean passing from the north of him to the east, then to the south, then to the west, and then to the north of him again",0.0,,,
621,Philosophy/Essays,Beyond Good and Evil,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
622,Philosophy/Essays,Beyond Good and Evil,"Certainly she has never allowed herself to be won; and at present every kind of dogma stands with sad and discouraged mien--IF, indeed, it stands at all!",0.1511,,,
623,Philosophy/Essays,Beyond Good and Evil,"But we, who are neither Jesuits, nor democrats, nor even sufficiently Germans, we GOOD EUROPEANS, and free, VERY free spirits--we have it still, all the distress of spirit and all the tension of its bow!",0.8638,,,
624,Philosophy/Essays,Beyond Good and Evil,In fact we made a long halt at the question as to the origin of this Will--until at last we came to an absolute standstill before a yet more fundamental question.,0.0,,,
625,Philosophy/Essays,Beyond Good and Evil,or the pure sun-bright vision of the wise man out of covetousness?,0.6249,,,
626,Philosophy/Essays,Beyond Good and Evil,"It might even be possible that WHAT constitutes the value of those good and respected things, consists precisely in their being insidiously related, knotted, and crocheted to these evil and apparently opposed things--perhaps even in being essentially identical with them.",0.4588,,,
627,Philosophy/Essays,Beyond Good and Evil,"The spectacle of the Tartuffery of old Kant, equally stiff and decent, with which he entices us into the dialectic by-ways that lead (more correctly mislead) to his ""categorical imperative""--makes us fastidious ones smile, we who find no small amusement in spying out the subtle tricks of old moralists and ethical preachers.",0.6808,,,
628,Philosophy/Essays,Beyond Good and Evil,"He, the old school-teacher of Samos, who sat concealed in his little garden at Athens, and wrote three hundred books, perhaps out of rage and ambitious envy of Plato, who knows!",-0.4389,,,
629,Philosophy/Essays,Beyond Good and Evil,"In reality, however, it is quite otherwise with you: while you pretend to read with rapture the canon of your law in Nature, you want something quite the contrary, you extraordinary stage-players and self-deluders!",0.2003,,,
630,Philosophy/Essays,Beyond Good and Evil,"The main thing about them is NOT that they wish to go ""back,"" but that they wish to get AWAY therefrom.",-0.5448,,,
631,Philosophy/Essays,Beyond Good and Evil,"People were beside themselves with delight over this new faculty, and the jubilation reached its climax when Kant further discovered a moral faculty in man--for at that time Germans were still moral, not yet dabbling in the ""Politics of hard fact.""",0.5994,,,
632,Philosophy/Essays,Beyond Good and Evil,Or is it not rather merely a repetition of the question?,0.0,,,
633,Philosophy/Essays,Beyond Good and Evil,"But the way is open for new acceptations and refinements of the soul-hypothesis; and such conceptions as ""mortal soul,"" and ""soul of subjective multiplicity,"" and ""soul as social structure of the instincts and passions,"" want henceforth to have legitimate rights in science.",0.4215,,,
634,Philosophy/Essays,Beyond Good and Evil,"In this overcoming of the world, and interpreting of the world in the manner of Plato, there was an ENJOYMENT different from that which the physicists of today offer us--and likewise the Darwinists and anti-teleologists among the physiological workers, with their principle of the ""smallest possible effort,"" and the greatest possible blunder.",0.8602,,,
635,Philosophy/Essays,Beyond Good and Evil,"There are still harmless self-observers who believe that there are ""immediate certainties""; for instance, ""I think,"" or as the superstition of Schopenhauer puts it, ""I will""; as though cognition here got hold of its object purely and simply as ""the thing in itself,"" without any falsification taking place either on the part of the subject or the object.",0.25,,,
636,Philosophy/Essays,Beyond Good and Evil,"""Sir,"" the philosopher will perhaps give him to understand, ""it is improbable that you are not mistaken, but why should it be the truth?""",0.1419,,,
637,Philosophy/Essays,Beyond Good and Evil,But it again and again seems to me that in this case Schopenhauer also only did what philosophers are in the habit of doing--he seems to have adopted a POPULAR PREJUDICE and exaggerated it.,-0.3291,,,
638,Philosophy/Essays,Beyond Good and Evil,"Under an invisible spell, they always revolve once more in the same orbit, however independent of each other they may feel themselves with their critical or systematic wills, something within them leads them, something impels them in definite order the one after the other--to wit, the innate methodology and relationship of their ideas.",-0.0516,,,
639,Philosophy/Essays,Beyond Good and Evil,"And as a matter of fact, the fatalism of the weak-willed embellishes itself surprisingly when it can pose as ""la religion de la souffrance humaine""; that is ITS ""good taste.""",0.5574,,,
640,Philosophy/Essays,Beyond Good and Evil,"A proper physio-psychology has to contend with unconscious antagonism in the heart of the investigator, it has ""the heart"" against it even a doctrine of the reciprocal conditionalness of the ""good"" and the ""bad"" impulses, causes (as refined immorality) distress and aversion in a still strong and manly conscience--still more so, a doctri",-0.6908,,,
641,Philosophy/Essays,Thus Spake Zarathustra A Book,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
642,Philosophy/Essays,Thus Spake Zarathustra A Book,"Here we may still be hopeful: in the rearing of exceptional men.""",0.5106,,,
